van luns(6,50)
luns was(5,35)
cijfers sport(4,10)
noorder rondblik(4,18)
prof de(4,100)
geen consequenties(4,74)
zaterdag amateurvoetbal(3,15)
mr luns(4,40)
van agt(5,86)
in cijfers(4,156)
de jong(8,156)
sport in(4,111)
kunstje geflikt(2,6)
zo rolde(2,9)
luns maar(2,15)
de nsb(3,62)
was lid(3,153)
stapt niet(2,34)
siert bruins(2,3)
jan laan(2,56)
ben maandag(2,59)
door geert(2,87)
joseph luns(2,37)
door philip(2,82)
misverstand van(2,120)
opgewonden over(2,102)
haagse kringen(2,49)
luns in(2,63)
geert jan(2,85)
door frits(2,100)
germaansche ss(2,8)
aftreden van(3,156)
jaren 30(2,87)
kamerdebat over(2,85)
philip van(2,148)
de bezettingsjaren(2,51)
nico scheepmaker(2,32)
rolde de(2,123)
door cor(2,86)
onze verslaggever(3,119)
den uyl(3,76)
zo mag(2,68)
ander aspect(2,87)
han van(2,107)
van tijn(2,137)
sijes boek(1,1)
anderen er(2,152)
jouw oorlog(1,1)
gesprek met(3,156)
secretaris generaal(2,155)
marten das(1,1)
wat anderen(2,149)
1979 amateurvoetbal(1,1)
door ben(2,155)
van denken(2,155)
de poel(2,155)
met prof(2,130)
zien door(2,156)
na holocaust(1,2)
frits van(2,116)
verhagen cadabra(1,1)
luns komt(1,5)
onderzoek naar(3,156)
vietnam toen(1,5)
weinig belangstelling(2,155)
in 1945(2,70)
jan poortman(1,4)
voor proces(1,8)
de hoofdredacteur(2,150)
ultra rechts(1,8)
zwarte donderdag(1,7)
joodse broers(1,3)
naar beweringen(1,11)
pais was(1,8)
luns moet(1,10)
in jaren(2,156)
rechtse extremist(1,10)
ris witte(1,12)
der poel(2,156)
tonen weinig(1,13)
jaar navo(1,6)
cor van(2,91)
bonter dan(1,13)
verslaggever han(1,11)
op bij(2,156)
beschamende zaak(1,19)
in markant(1,13)
over luns(1,11)
luns geen(1,15)
joods verzet(1,9)
en neuhauser(1,2)
pas yn(1,20)
nsb te(1,15)
voor luns(1,13)
op cda(1,16)
oorlogsdocumentatie riod(1,12)
scheepmaker het(1,18)
neemt afstand(1,19)
nauwe betrokkenheid(1,17)
