jet kunkeler(16,8)
door jet(16,65)
weekbladen vrij(8,2)
de weekbladen(10,105)
sprak met(12,156)
aan haagse(7,25)
voor haagse(7,32)
voorts in(11,155)
steun aan(13,154)
schrijft over(10,143)
tegen steun(6,41)
vrij nederland(9,75)
de haagse(10,91)
hans amesz(4,12)
van doorn(8,156)
de tijd(12,156)
over de(23,156)
krijgt steun(4,36)
nieuwe linie(5,62)
nederland sprak(4,72)
van mierlo(6,155)
alfred kossmann(4,41)
door hans(5,110)
jan haasbroek(3,23)
post krijgt(3,37)
vrijmoedig commentaar(3,27)
tot week(4,135)
steun voor(5,156)
over steun(3,74)
en haagse(3,53)
van week(4,144)
door alfred(3,115)
publiceert een(4,124)
linie schrijft(2,8)
kamerdebat over(3,85)
feiten meningen(2,11)
post sprak(2,13)
week tot(4,156)
door rob(3,70)
poel laat(2,7)
1,8 miljoen(3,40)
dennendal en(2,2)
post door(3,152)
rob vermaas(2,10)
interviewde de(2,24)
aan hp(2,23)
anderen er(3,152)
gaat nader(2,36)
van weerlee(2,15)
wat anderen(3,149)
kritiek op(4,140)
groene en(3,156)
van denken(3,155)
duco van(2,31)
met kvp(2,17)
prof dr(3,118)
regering steunt(2,58)
kvp niet(2,28)
ben kroon(2,18)
geen steun(3,150)
van crm(3,29)
en publiceert(2,86)
mensen praten(2,50)
post in(3,156)
en media(2,31)
van vrijmetselaren(2,78)
bosch over(2,110)
ischa meijer(2,27)
renteloze lening(2,48)
meningen en(2,58)
post over(2,133)
ds 70(2,19)
joop wolff(2,41)
interview met(3,108)
der sanden(2,141)
en arp(2,36)
stille kracht(2,80)
door harry(2,86)
hans van(3,124)
vrije pers(2,116)
arion die(1,1)
amarcord is(1,1)
publiceert het(2,109)
post moet(2,123)
kamer tegen(2,153)
nixons lijfarts(1,1)
nederland gaat(2,123)
vredeling door(1,1)
miserabele situatie(1,2)
hendriks sprak(1,2)
in amarcord(1,1)
een interview(3,111)
en sprak(3,156)
het massamediabeleid(1,2)
sonneveld niet(1,3)
van vlb(1,2)
de groene(3,156)
kamerlid wilbers(1,3)
naar wigan(1,2)
voorzitter steenkamp(1,4)
schreef over(2,134)
door ben(2,155)
kvp en(2,49)
de bakkerijwereld(1,6)
gaat tn(1,6)
motie scholten(1,4)
magazine besteedt(1,5)
gloria steinem(1,7)
stuyf en(1,7)
nader inzien(2,154)
rond dennendal(1,2)
vvd en(2,48)
gesprek met(3,156)
en oor(2,156)
holland dada(1,1)
henry klssinger(1,4)
niet gewoon(2,156)
antilliaanse schrijver(1,6)
toekomst van(3,156)
frits van(2,116)
peter schats(1,6)
kvp ln(1,7)
kamerlid vonhoff(1,5)
ellen edinoff(1,6)
ecevit de(1,7)
over veronica(1,7)
groene schrijft(1,8)
en weekbladpers(1,11)
en nieuwe(3,156)
luns wel(1,11)
regeringssteun voor(1,10)
dada in(1,5)
anton hubben(1,9)
santiago naar(1,7)
lucia kerstens(1,6)
weer forse(1,13)
over situatie(1,15)
reve met(1,16)
isolement door(1,15)
tn zuid(1,15)
situatie op(2,91)
evertsz in(1,9)
sije van(1,14)
serieuze besprekingen(1,13)
forse taal(1,18)
mediabeleid van(1,8)
theo sontrop(1,15)
harde akties(1,12)
voor protesten(1,19)
nader in(2,155)
nederland besteedt(1,16)
vonhoff vvd(1,9)
66 kamerlid(1,17)
onzekere zaak(1,20)
