ngram,tf_query_peak,tf_peak,tf_corpus,field,P_w,P_w_Given_query_peak,P_w_Given_time,PMI_corpus,PMI_peak,PMI_peak_times_tf_query_peak,PMI_corpus_times_tf_query_peak,LOG_Likelyhood_corpus,LOG_Likelyhood_peak
cel,10,2593,366639,title,1.024720327850477E-5,0.001199184554502938,1.0251650381289439E-5,6.87067968097031,6.870053712968302,22.82182444249464,22.823903863187017,108.82177734375,108.7562370300293
traangas,7,911,27361,title,7.647133253777395E-7,8.394291881520566E-4,3.60171750765703E-6,10.100273899596292,7.86457978718979,22.078666775482002,28.355053646161604,121.22998046875,89.92472076416016
anti,8,1705,260341,title,7.276277615663393E-6,9.593476436023504E-4,6.740865368337252E-6,7.042709308435224,7.152976085022701,21.458928255068102,21.128127925305673,89.78564453125,91.48429870605469
kraakster,4,73,381,title,1.0648579254008215E-8,4.796738218011752E-4,2.886118310197181E-7,15.459105128936915,10.698707550054216,21.397415100108432,30.91821025787383,112.07421875,73.74760627746582
veldslag,5,263,88972,title,2.486680822539682E-6,5.99592277251469E-4,1.0397933090162448E-6,7.913616648687098,9.171541214529297,21.295659219432935,18.374848828754946,64.77294921875,77.1819896697998
kort,27,38175,6044051,title,1.6892534406500685E-4,0.0032377982971579324,1.5092817327640737E-4,4.260555415183626,4.423079074526127,21.031243412545045,20.258461695931516,156.341796875,164.66199493408203
tegen,94,312093,49153389,title,0.0013737893920461827,0.011272334812327617,0.0012338867421703681,3.0365536137814004,3.1915044870676983,20.91899973101309,19.90336046441301,333.88427734375,359.65054512023926
aanmaak,5,303,91536,title,2.558342127545659E-6,5.99592277251469E-4,1.197936778068145E-6,7.872628782283693,8.967286220348646,20.821393809923826,18.27967795020339,64.36474609375,75.1611328125
zaans,4,95,4431,title,1.2384213825330814E-7,4.796738218011752E-4,3.755907389982633E-7,11.919335704944295,10.318676500603285,20.63735300120657,23.83867140988859,83.81298828125,70.7803955078125
stenengooier,3,11,241,title,6.735715486131181E-9,3.597553663508814E-4,4.348945398927259E-8,15.704825480921434,13.014062991018095,20.626801822786692,24.89155946763057,85.52099609375,68.34541320800781
russisch,8,2183,427344,title,1.1943848957283166E-5,9.593476436023504E-4,8.63067982350746E-6,6.327713975211331,6.796435693943444,20.38930708183033,18.983141925633994,78.45849609375,85.83690452575684
leegstandwet,4,121,631,title,1.7635835982360063E-8,4.796738218011752E-4,4.783839938819985E-7,14.731256121447693,9.969668871659639,19.939337743319278,29.462512242895386,106.27490234375,68.0417423248291
spraak,7,1593,179215,title,5.008884858286305E-6,8.394291881520566E-4,6.298063654991931E-6,7.388775370405774,7.058356479466532,19.81531180426755,20.74291490408665,83.37353515625,78.73550033569336
profiteurs,4,133,8786,title,2.455601504611973E-7,4.796738218011752E-4,5.258270345975686E-7,10.931761532337479,9.833249673433045,19.66649934686609,21.863523064674958,75.91796875,66.96838760375977
jongeren,17,19007,1009045,title,2.8201825861839158E-5,0.0020386137426549947,7.514582290673674E-5,6.175656073149812,4.761751730740706,19.46348325866213,25.242764719341846,161.6474609375,114.68210029602051
vlinderpand,3,19,19,title,5.310315113547404E-10,3.597553663508814E-4,7.511814779965265E-8,19.36978730370781,12.225567096211803,19.377065397546144,30.700386523321633,106.91357421875,64.05087089538574
vechtstaat,3,19,25,title,6.987256728351847E-10,3.597553663508814E-4,7.511814779965265E-8,18.97385862737667,12.225567096211803,19.377065397546144,30.072854418376615,104.68896484375,64.05087089538574
bezetten,7,1777,466845,title,1.3047863469389672E-5,8.394291881520566E-4,7.025523612630672E-6,6.007523132423508,6.900659064963161,19.372599191465756,16.86524963518405,64.22998046875,76.54980850219727
polak,7,1859,484215,title,1.3533338066875559E-5,8.394291881520566E-4,7.349717724187068E-6,5.954818992251521,6.835575976072359,19.18988786152545,16.717290407859412,63.50341796875,75.64818954467773
